driver_nationality,age_at_first_race,driver_first_place_count,driver_second_place_count,driver_third_place_count,driver_top_5_place_count,constructorName,constructor_nationality,constructor_first_place_count,constructor_second_place_count,constructor_third_place_count,constructor_top_5_place_count,best_performing_circuit_name,min_lap_time_diff,avg_lap_time_diff,max_lap_time_diff,median_lap_position,min_pit_stop_time,avg_pit_time,max_pit_stop_time,most_common_pitstop_lap,most_common_starting_position,most_common_ending_position
Argentine,thirty,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-eight,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-three,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,twenty-four,zero,zero,zero,zero,Stevens,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,fifty-four,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-six,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
British,thirty-two,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-two,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-four,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 5
British,thirty-one,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
East German,forty-nine,zero,zero,zero,zero,BMW,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
East German,forty-five,zero,zero,zero,zero,BMW,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-six,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
East German,thirty,zero,zero,zero,zero,AFM,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
German,thirty-two,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-one,zero,zero,zero,zero,AFM,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
German,forty-one,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
German,fifty-two,zero,zero,zero,zero,AFM,German,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
German,forty-six,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Swiss,forty-five,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Swiss,thirty-four,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,forty-one,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-one,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
German,forty-six,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-eight,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-four,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-nine,zero,zero,zero,zero,Watson,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-one,zero,zero,zero,zero,Stevens,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-seven,zero,zero,zero,zero,Lesovsky,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-six,zero,zero,zero,zero,Stevens,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Belgian,twenty-five,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Belgian,thirty-nine,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,forty-four,zero,zero,zero,zero,Simca,French,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Australian,thirty-two,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-seven,zero,zero,zero,zero,Aston Butterworth,British,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,forty-four,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,fifty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
British,thirty-six,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
British,thirty-five,zero,zero,zero,zero,Connaught,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
British,thirty,zero,zero,zero,zero,Alta,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Brazilian,thirty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty-one,zero,zero,zero,zero,Cooper,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Uruguayan,forty-six,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,fifty-two,zero,zero,zero,zero,Aston Butterworth,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,fifty-three,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
German,thirty,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
German,thirty-seven,zero,zero,zero,zero,AFM,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
German,thirty-three,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-three,zero,zero,zero,zero,BMW,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
Swiss,fifty,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
German,thirty-nine,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-eight,zero,zero,zero,zero,Veritas,German,zero,zero,zero,zero,Nürburgring,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
Dutch,thirty-three,zero,zero,zero,zero,HWM,British,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Dutch,thirty-three,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Park Zandvoort,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,fifty-three,zero,zero,zero,zero,Cisitalia,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,thirty-two,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
Italian,forty-two,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-nine,zero,zero,zero,zero,Alfa Romeo,Swiss,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,forty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty-four,zero,zero,zero,zero,Deidt,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,twenty-four,zero,zero,zero,zero,Hall,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
American,thirty-one,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-nine,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,thirty-five,zero,zero,zero,zero,Deidt,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-five,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Circuit de Spa-Francorchamps,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-three,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
French,thirty,zero,zero,zero,zero,Simca,French,zero,zero,zero,zero,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
Irish,thirty-seven,zero,zero,zero,zero,Alta,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 5
British,thirty-five,zero,zero,zero,zero,ERA,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-seven,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Swiss,thirty-four,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,forty,zero,zero,zero,zero,BRM,British,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Spanish,forty-eight,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit de Pedralbes,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
French,forty-six,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Circuit de Pedralbes,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
British,thirty-three,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
British,twenty-nine,zero,zero,zero,zero,Alta,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
British,forty-four,zero,zero,zero,zero,ERA,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
British,thirty-five,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Beyond Top 10
French,thirty-five,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
British,thirty-eight,zero,zero,zero,zero,ERA,British,zero,zero,zero,zero,Silverstone Circuit,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Beyond Top 10
Italian,fifty-two,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Argentine,thirty-eight,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
French,forty-four,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Circuit de Monaco,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 5
American,thirty-eight,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,thirty-eight,zero,zero,zero,zero,Marchese,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,thirty-seven,zero,zero,zero,zero,Rae,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-six,zero,zero,zero,zero,Adams,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,forty,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Italian,thirty-nine,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Circuit Bremgarten,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 10,Top 10
French,forty-one,zero,zero,zero,zero,Talbot-Lago,French,zero,zero,zero,zero,Reims-Gueux,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 5
Italian,forty-one,zero,zero,zero,zero,Ferrari,Italian,zero,zero,zero,zero,Autodromo Nazionale di Monza,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Top 5,Top 5
American,forty-two,zero,zero,zero,zero,Adams,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
American,thirty-five,zero,zero,zero,zero,Kurtis Kraft,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Top 10
American,thirty-seven,zero,zero,zero,zero,Bromme,American,zero,zero,zero,zero,Indianapolis Motor Speedway,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Uruguayan,thirty-three,zero,zero,zero,zero,Maserati,Italian,zero,zero,zero,zero,Autódromo Juan y Oscar Gálvez,Unknown,Unknown,Unknown,zero,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
German,twenty-three,zero,zero,zero,zero,Aston Martin,British,zero,zero,zero,two,Circuit de Spa-Francorchamps,50% and more,50% and more,50% and more,ten,50% and more,25-50%,0-25%,Late Pitstop,Beyond Top 10,Beyond Top 10
Russian,twenty-six,zero,zero,zero,zero,Caterham,Malaysian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,0-25%,50% and more,50% and more,thirteen,0-25%,0-25%,0-25%,Late Pitstop,Beyond Top 10,Beyond Top 10
Brazilian,twenty-six,zero,zero,zero,zero,Virgin,British,zero,zero,zero,zero,Bahrain International Circuit,50% and more,50% and more,50% and more,nineteen,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
Brazilian,twenty-seven,zero,zero,zero,zero,Williams,British,twenty-five,thirteen,eight,sixty-seven,Autodromo Nazionale di Monza,50% and more,50% and more,50% and more,sixteen,0-25%,0-25%,25-50%,Late Pitstop,Beyond Top 10,Beyond Top 10
Indian,twenty-six,zero,zero,zero,zero,Lotus,Malaysian,zero,zero,zero,zero,Bahrain International Circuit,50% and more,50% and more,0-25%,twenty,50% and more,25-50%,0-25%,Late Pitstop,Beyond Top 10,Beyond Top 10
Venezuelan,twenty-six,zero,zero,zero,zero,Lotus F1,British,zero,zero,zero,six,Circuit Gilles Villeneuve,50% and more,50% and more,50% and more,thirteen,0-25%,0-25%,0-25%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-five,zero,zero,zero,zero,Williams,British,twenty-five,thirteen,twelve,seventy-six,Marina Bay Street Circuit,50% and more,50% and more,50% and more,twelve,50% and more,0-25%,0-25%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
Belgian,twenty-six,zero,zero,zero,zero,Lotus F1,British,zero,zero,zero,three,Albert Park Grand Prix Circuit,50% and more,0-25%,0-25%,eighteen,0-25%,0-25%,0-25%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-two,zero,zero,zero,zero,Toro Rosso,Italian,zero,zero,zero,zero,Circuit Gilles Villeneuve,0-25%,50% and more,50% and more,thirteen,50% and more,0-25%,0-25%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-two,zero,zero,zero,zero,Caterham,Malaysian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,50% and more,50% and more,0-25%,eighteen,0-25%,25-50%,25-50%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
British,twenty-two,zero,zero,zero,zero,Marussia,Russian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,50% and more,50% and more,50% and more,nineteen,25-50%,0-25%,25-50%,Late Pitstop,Beyond Top 10,Beyond Top 10
Mexican,twenty-two,zero,zero,zero,zero,Haas F1 Team,American,zero,zero,zero,zero,Albert Park Grand Prix Circuit,0-25%,50% and more,50% and more,fourteen,25-50%,50% and more,50% and more,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
Dutch,twenty-eight,zero,zero,zero,zero,Caterham,Malaysian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,50% and more,50% and more,50% and more,eighteen,25-50%,25-50%,25-50%,Mid-race Pitstop,Beyond Top 10,Beyond Top 10
French,twenty-four,zero,zero,zero,zero,Marussia,Russian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,50% and more,50% and more,50% and more,eighteen,50% and more,25-50%,0-25%,Late Pitstop,Beyond Top 10,Beyond Top 10
Danish,twenty-two,zero,zero,zero,zero,Haas F1 Team,American,zero,zero,zero,two,Albert Park Grand Prix Circuit,25-50%,50% and more,50% and more,eleven,50% and more,50% and more,50% and more,Late Pitstop,Beyond Top 10,Beyond Top 10
Russian,twenty,zero,zero,zero,zero,AlphaTauri,Italian,zero,zero,zero,zero,Albert Park Grand Prix Circuit,25-50%,50% and more,50% and more,eleven,25-50%,50% and more,50% and more,Early Pitstop,Beyond Top 10,Beyond Top 10
German,thirty-three,zero,zero,zero,zero,Caterham,Malaysian,zero,zero,zero,zero,Circuit de Spa-Francorchamps,50% and more,50% and more,0-25%,eighteen,Unknown,Unknown,Unknown,Late Pitstop,Beyond Top 10,Beyond Top 10
